AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
2408,1711,2014,3757.3,Total,Scotland,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2409,1712,2015,4694.5,Total,Scotland,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2410,1713,2016,4419.3,Total,Scotland,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2411,1714,2017,4909.6,Total,Scotland,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2412,1561,2008,223.6,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2413,1562,2009,200.1,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2414,1563,2010,159.4,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2415,1564,2011,196.7,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2416,1565,2012,246.3,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2417,1566,2013,297.7,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2418,1567,2014,251.7,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2419,1568,2015,267.7,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2420,1569,2016,267.3,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2421,1715,2017,348.5,Advertising,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2422,1570,2008,326,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2423,1571,2009,311.9,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2424,1572,2010,281.2,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2425,1573,2011,253.1,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2426,1574,2012,238.6,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2427,1575,2013,275.6,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2428,1576,2014,291.4,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2429,1577,2015,304.9,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2430,1578,2016,336.6,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2431,1716,2017,308.8,Architecture,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2432,1579,2008,2.8,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2433,1580,2009,5.4,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2434,1581,2010,28.2,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2435,1582,2011,27.6,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2436,1583,2012,44.2,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2437,1584,2013,54.7,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2438,1585,2014,80.9,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2439,1586,2015,92.5,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2440,1587,2016,91,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2441,1725,2017,98.9,Computer Games,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2442,1588,2008,86,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2443,1589,2009,74.9,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2444,1590,2010,68.9,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2445,1591,2011,60.4,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2446,1592,2012,56.6,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2447,1593,2013,70.6,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2448,1594,2014,75,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2449,1595,2015,65.9,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2450,1596,2016,78,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2451,1718,2017,83.2,Crafts and Antiques,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2452,1597,2008,4.1,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2453,1598,2009,2.9,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2454,1599,2010,3.9,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2455,1600,2011,3.1,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2456,1601,2012,5.2,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2457,1602,2013,6.4,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2458,1603,2014,5.4,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2459,1604,2015,7.4,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2460,1605,2016,8.9,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2461,1730,2017,9,Cultural education,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2462,1606,2008,256.4,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2463,1607,2009,235.1,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2464,1608,2010,243.7,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2465,1609,2011,266.2,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2466,1610,2012,333.2,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2467,1611,2013,390,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2468,1612,2014,474.3,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2469,1613,2015,785.5,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2470,1614,2016,779.9,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2471,1720,2017,531.4,Design,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2472,1615,2008,531.4,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2473,1616,2009,73.4,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2474,1617,2010,88.3,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2475,1618,2011,100.5,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2476,1619,2012,95.5,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2477,1620,2013,92,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2478,1621,2014,110.3,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2479,1622,2015,111.7,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2480,1623,2016,105.2,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2481,1719,2017,110.7,Fashion and textiles,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2482,1624,2008,NA,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2483,1625,2009,NA,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2484,1626,2010,NA,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2485,1627,2011,NA,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2486,1628,2012,55.3,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2487,1629,2013,75.1,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2488,1630,2014,78.4,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2489,1631,2015,94.3,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2490,1632,2016,78.5,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2491,1724,2017,110.9,Film and video,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2492,1633,2008,-1.9,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2493,1634,2009,-0.1,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2494,1635,2010,0.4,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2495,1636,2011,1.6,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2496,1637,2012,0.9,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2497,1638,2013,-2.5,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2498,1639,2014,NA,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2499,1640,2015,-1.2,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2500,1641,2016,-1.7,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2501,1728,2017,-1.8,Libraries and archives,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2502,1642,2008,NA,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2503,1643,2009,NA,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2504,1644,2010,NA,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2505,1645,2011,NA,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2506,1646,2012,8,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2507,1647,2013,15.8,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2508,1648,2014,16,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2509,1649,2015,13.4,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2510,1650,2016,11.4,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2511,1722,2017,14,Music,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2512,1651,2008,40.1,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2513,1652,2009,72,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2514,1653,2010,81.2,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2515,1654,2011,139.9,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2516,1655,2012,99.8,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2517,1656,2013,118.4,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2518,1657,2014,*,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2519,1658,2015,48.2,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2520,1659,2016,73.2,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2521,1721,2017,78.2,Performing arts,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2522,1660,2008,39.6,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2523,1661,2009,28.1,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2524,1662,2010,27.7,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2525,1663,2011,29.8,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2526,1664,2012,42.5,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2527,1665,2013,34.5,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
